@relation 'SMILEfeatures-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N 40-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ChiSquaredAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 40-weka.filters.MultiFilter-Fweka.filters.supervised.attribute.AttributeSelection -E \"weka.attributeSelection.CfsSubsetEval \" -S \"weka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N 40\"-Fweka.filters.supervised.attribute.AttributeSelection -E \"weka.attributeSelection.ChiSquaredAttributeEval \" -S \"weka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 40\"'

@attribute F0finEnv_sma_quartile2 numeric
@attribute F0finEnv_sma_amean numeric
@attribute F0finEnv_sma_quartile1 numeric
@attribute F0final_sma_quartile2 numeric
@attribute F0final_sma_amean numeric
@attribute F0final_sma_quartile3 numeric
@attribute F0finEnv_sma_quartile3 numeric
@attribute F0final_sma_quartile1 numeric
@attribute F0finEnv_sma_linregc2 numeric
@attribute F0finEnv_sma_percentile99.0 numeric
@attribute voicingFinalUnclipped_sma_percentile99.0 numeric
@attribute voicingFinalUnclipped_sma_pctlrange0-1 numeric
@attribute mfcc_sma[11]_amean numeric
@attribute mfcc_sma[11]_linregc2 numeric
@attribute mfcc_sma[11]_percentile99.0 numeric
@attribute mfcc_sma[14]_quartile1 numeric
@attribute lspFreq_sma_de[5]_linregerrA numeric
@attribute mfcc_sma[12]_amean numeric
@attribute mfcc_sma[12]_linregc2 numeric
@attribute mfcc_sma[12]_quartile1 numeric
@attribute mfcc_sma[11]_percentile1.0 numeric
@attribute lspFreq_sma[7]_quartile2 numeric
@attribute lspFreq_sma[7]_quartile1 numeric
@attribute lspFreq_sma[7]_amean numeric
@attribute lspFreq_sma_de[4]_percentile99.0 numeric
@attribute F0finEnv_sma_de_linregc1 numeric
@attribute lspFreq_sma_de[5]_pctlrange0-1 numeric
@attribute mfcc_sma[12]_percentile1.0 numeric
@attribute mfcc_sma[12]_percentile99.0 numeric
@attribute lspFreq_sma[4]_skewness numeric
@attribute mfcc_sma[2]_iqr1-2 numeric
@attribute voicingFinalUnclipped_sma_quartile2 numeric
@attribute mfcc_sma[5]_linregerrA numeric
@attribute mfcc_sma[2]_pctlrange0-1 numeric
@attribute lspFreq_sma[6]_skewness numeric
@attribute mfcc_sma[10]_quartile3 numeric
@attribute mfcc_sma[10]_amean numeric
@attribute jitterDDP_sma_de_linregc1 numeric
@attribute mfcc_sma[13]_percentile99.0 numeric
@attribute mfcc_sma_de[9]_percentile99.0 numeric
@attribute gender {m,f}

@data
133.9714,128.7601,120.2201,122.0181,112.137,134.9013,139.1694,96.90112,142.3036,161.4037,0.791329,0.791329,1.587164,-1.6773,28.17044,-2.502248,0.020001,-0.872357,-4.95446,-9.571242,-18.83331,2.257831,2.202701,2.245453,0.071325,-0.009913,0.143352,-28.32027,24.79789,0.665539,6.867482,0.726172,11.73245,65.70869,-0.65454,-0.855804,-10.03995,-0.000002,25.90994,10.85688,m
215.8322,222.1079,206.9874,206.184,195.3217,225.1313,231.6326,170.1482,219.0872,386.8005,0.843564,0.843564,-24.22997,-34.56116,14.05129,-16.93971,0.027281,-3.085401,-2.917052,-14.17107,-50.02249,2.307442,2.252599,2.289747,0.113781,-0.013218,0.168624,-31.19077,23.65114,-0.160086,12.5288,0.768821,15.05007,91.96847,-1.060611,12.01477,1.031849,-0.000002,8.056664,10.1586,f
215.0805,215.9864,189.7139,193.8117,192.0729,227.8444,233.8187,169.0089,265.325,323.8284,0.850446,0.608247,-31.63276,-34.49467,-9.314724,-20.41034,0.022656,4.381321,2.9124,-3.133948,-64.78964,2.333991,2.308536,2.32713,0.096059,-0.016158,0.153847,-23.0475,35.04816,-1.767096,9.927097,0.761684,13.23478,79.32294,-2.622087,14.37746,3.550578,0.000006,18.78999,7.745904,f
158.7238,183.7449,128.8366,146.4528,169.478,181.1324,191.3563,124.4684,175.6611,552.0029,0.837346,0.379953,-11.1238,-14.79028,26.54898,-9.739899,0.0258,-7.867939,-12.35151,-16.9207,-41.8627,2.149945,2.088568,2.16477,0.071533,0.000221,0.177687,-32.18133,21.12861,1.13511,7.254978,0.761603,15.26568,64.54182,0.099475,17.85033,10.44735,0.000014,13.05782,9.047834,m
132.4836,143.9816,115.3,123.1162,123.995,136.9958,159.8326,102.4434,115.491,254.805,0.793463,0.55791,-19.1811,-18.78951,4.549942,-11.6419,0.025587,-14.56795,-12.04599,-22.75529,-49.63137,2.212193,2.092908,2.193625,0.06739,-0.009593,0.168589,-38.45393,10.59463,0.860073,7.176367,0.736695,11.63194,74.93048,-0.526691,10.13352,0.639901,-0.000005,16.67077,7.265431,m
144.9721,151.3652,133.7275,134.316,131.8528,151.6372,169.2082,125.5044,162.3622,203.8447,0.810567,0.810567,-3.157619,-3.25502,27.18063,0.421473,0.033525,-7.614026,-7.064273,-17.30832,-48.39213,2.164776,2.023991,2.16215,0.100496,-0.004153,0.205757,-34.73414,30.21852,0.539151,11.80841,0.751011,17.18116,70.0061,0.249798,22.86393,16.23871,-0.000002,25.72726,14.06121,m
166.7321,158.8461,144.0272,157.4126,143.9906,172.1844,172.187,119.2891,182.114,197.6311,0.812913,0.812913,-9.289557,-12.28918,23.6658,2.618335,0.040573,-1.557057,-5.003725,-9.832926,-42.11155,2.19699,2.069989,2.188133,0.110245,-0.007857,0.252916,-24.19694,29.55234,0.399338,8.395063,0.74664,17.58248,67.7317,0.177363,20.26094,10.95465,0.000004,12.03791,10.51355,m
231.9283,233.2427,217.1669,212.6692,199.1103,235.4289,250.2097,180.8172,248.8919,269.4504,0.840588,0.840588,-7.482424,-12.47609,18.7269,-16.75188,0.017607,-2.095075,-4.169958,-7.493081,-34.03516,2.295283,2.257205,2.285842,0.049843,-0.008786,0.117109,-20.71637,14.83765,0.855659,9.920485,0.496761,10.21717,49.96811,-0.913489,7.184273,0.691494,-0.000002,13.96742,6.063951,f
222.7746,217.9272,200.3086,234.5065,206.6533,254.4814,248.6474,162.058,228.3708,298.6239,0.830769,0.830769,-4.040871,-12.49733,21.99566,-16.09448,0.020944,-3.590493,-9.761085,-7.926701,-41.20558,2.315561,2.271069,2.300745,0.055407,-0.019092,0.123507,-30.44551,14.33683,0.324067,11.52484,0.487986,13.10205,57.39124,-0.815208,9.869795,1.587746,-0.000002,21.49373,9.624471,f
220.8148,213.0158,195.8921,204.5957,193.8383,233.3239,233.2881,174.0986,232.1083,291.9214,0.872627,0.714905,-25.91377,-37.20254,13.82165,-12.90656,0.02263,7.488054,-1.750733,-4.124565,-53.0263,2.297555,2.22484,2.276784,0.074353,-0.008931,0.173906,-27.75969,36.4098,1.474276,7.298721,0.786389,18.63038,97.61504,-0.676218,15.24241,7.765587,-0.000001,18.35949,9.309367,f
219.1443,219.9022,200.402,216.9819,207.109,238.0531,238.2531,192.7946,243.1323,268.7913,0.871868,0.236751,-25.63025,-28.15765,-2.005814,-17.89535,0.014937,5.365441,1.683718,-0.411104,-60.85027,2.286195,2.229276,2.273989,0.050879,-0.00952,0.115743,-24.10884,23.14871,-0.364133,7.702568,0.819096,13.52974,71.59303,-0.629734,12.65186,3.300463,-0.000001,22.81418,8.080197,f
97.95035,98.34512,93.90122,93.94312,82.97585,102.4471,102.2945,64.47071,104.9622,115.5682,0.763608,0.763608,0.46102,-1.623586,23.33365,12.67071,0.027685,-4.065632,-1.432152,-12.06884,-26.61992,2.248057,2.210266,2.249686,0.153465,-0.005225,0.192612,-31.42316,24.49596,0.414848,9.533248,0.508077,10.59726,46.14048,-0.972624,7.067864,0.459962,-0.000004,15.91636,9.684638,m
93.1723,95.79855,87.63788,87.23709,81.6037,102.5872,106.323,61.70566,95.97636,115.5472,0.771627,0.771627,6.551222,15.62488,30.31407,5.36199,0.03138,-4.715652,3.803362,-15.76542,-17.72045,2.212674,2.159735,2.211873,0.092918,-0.008224,0.209723,-41.22619,26.70738,0.647347,11.4102,0.679513,12.09811,68.30251,-0.312823,11.8053,3.037565,-0.000003,20.4438,13.04795,m
183.6923,183.6918,161.0443,178.4659,173.8677,205.4412,203.3606,154.7011,187.0657,236.8434,0.87403,0.87403,-5.225624,-19.92761,30.77993,-22.37808,0.019094,-6.022914,-6.454091,-18.40082,-44.69436,2.277674,2.237513,2.266974,0.04959,-0.004367,0.151868,-29.59092,31.31755,-0.093067,15.56947,0.790386,11.18635,65.90001,-1.794015,-6.175611,-13.04792,-0.000001,24.62683,7.998507,f
163.9627,165.7576,154.8216,165.3512,151.6784,180.2323,175.0601,141.4967,168.9621,197.7984,0.825756,0.825756,16.27687,-2.304963,44.86682,-18.11282,0.014485,-9.904566,-9.04259,-16.29998,-22.40423,2.197243,2.172004,2.212253,0.048201,-0.01348,0.101654,-30.6553,18.65592,0.440844,8.832838,0.775352,14.21889,70.24231,0.744959,-12.7538,-23.24745,-0.000001,25.89499,6.270899,f
94.10447,103.8027,90.76586,93.9885,90.87914,115.3056,119.1358,79.10474,112.2115,158.7854,0.780047,0.780047,-0.94776,-2.775091,24.46759,4.537848,0.034801,7.508885,7.144097,-0.669422,-34.39545,2.118937,1.945309,2.112633,0.112062,-0.006782,0.23755,-15.8364,38.57185,1.530983,9.914602,0.711601,12.56333,63.50829,0.828534,7.233736,-0.642722,-0.000002,24.88045,8.747334,m
92.17795,92.26672,88.48669,91.08517,85.07878,99.05426,98.42265,73.51431,92.8956,121.1302,0.759356,0.759356,-6.415202,-9.899619,18.87024,0.538836,0.043307,0.028067,-4.3433,-8.966225,-34.75446,2.273182,2.168513,2.228988,0.152184,-0.008123,0.282332,-37.75597,35.70789,1.81963,7.256897,0.705805,10.76803,60.96127,-0.456729,21.30979,6.800972,-0.000003,21.56632,13.98548,m
117.1502,116.5001,110.9817,113.8032,107.3708,123.8286,121.6206,106.2886,112.5527,137.9954,0.778039,0.778039,12.12579,9.341749,42.943,0.51717,0.012478,-2.347588,1.302432,-10.49635,-13.18363,2.236103,2.190626,2.233394,0.075581,-0.005644,0.099424,-25.49158,17.03233,-0.281796,9.545238,0.729003,8.901313,50.49374,-0.039127,16.92824,2.694061,-0.000002,15.26485,8.874119,m
122.331,124.191,110.3251,120.3453,117.0513,129.3656,132.5087,108.6829,133.4461,178.9209,0.781531,0.781531,13.73417,19.18195,53.20156,-2.505048,0.011038,-0.319085,-2.306036,-6.962652,-11.56394,2.206019,2.137342,2.200383,0.056918,-0.008799,0.070639,-30.46687,21.01385,0.357307,5.623449,0.729248,11.31719,45.88986,0.245523,10.21691,-0.870513,-0.000002,8.188395,9.69624,m
239.7785,238.6815,217.133,225.3361,215.4494,253.2596,261.0755,192.028,283.4947,326.2865,0.863156,0.816724,-20.03895,-26.96544,15.11307,-21.88551,0.020182,-0.416425,-1.324847,-7.806018,-44.7772,2.348588,2.320885,2.338578,0.053873,-0.016982,0.158956,-28.95321,19.61538,-0.08509,10.1369,0.782567,13.29605,59.76712,-1.756851,11.29421,-0.811803,-0.000002,11.95195,7.479425,f
229.5822,241.0788,216.2596,227.7873,220.1537,265.6814,262.923,207.7631,239.6502,358.6832,0.870943,0.870943,-19.78782,-19.57192,6.52424,-23.98962,0.021002,-6.629703,-2.669215,-13.57694,-45.24277,2.363534,2.337131,2.355159,0.054054,-0.008363,0.140619,-33.90742,15.98299,0.132233,11.91076,0.78653,13.13064,62.3193,-1.201235,8.933869,-0.659762,-0.000001,13.56338,7.531462,f
139.1039,145.2785,136.8078,121.9173,114.5228,143.4465,160.5381,84.70882,138.2095,176.3956,0.776227,0.776227,2.339858,0.419925,18.26375,-3.276492,0.013544,-6.373735,-9.67212,-10.8731,-13.93274,2.292158,2.256118,2.280861,0.067175,-0.006139,0.079263,-30.6863,11.53563,0.196546,7.032846,0.449726,8.594971,38.40453,-0.246714,16.00277,8.191316,-0.000006,19.416,4.978549,m
125.0108,125.4371,113.3868,111.7332,103.7865,135.4939,138.4674,78.34102,132.7507,155.558,0.767359,0.767359,2.796157,-1.621956,23.87268,0.746248,0.014739,-12.93564,-15.42258,-20.5932,-20.00185,2.280197,2.205656,2.260212,0.068435,-0.006429,0.08858,-37.2542,5.373353,0.284438,6.163011,0.678553,7.985687,35.8917,0.063944,10.18414,2.092724,-0.000003,16.9411,6.199269,m
214.4914,217.5945,188.8721,211.8902,200.3031,242.9272,262.6264,186.6216,213.1477,288.036,0.840359,0.840359,-6.059514,-7.950679,12.22252,-14.36996,0.010403,2.320349,5.151689,-3.505839,-26.80111,2.315724,2.292947,2.31286,0.053887,-0.00657,0.073768,-24.52286,26.70034,-0.504282,7.762304,0.719225,13.32382,48.36951,-0.647223,-5.634695,-15.71028,-0.000002,8.500546,7.74479,f
209.9894,196.8598,173.8946,182.4097,164.5337,213.7868,221.4999,124.7911,240.0691,238.6538,0.832374,0.832374,-6.675357,-7.729621,11.19412,-16.16901,0.009208,4.302838,-1.273538,-4.27356,-28.43036,2.327148,2.301448,2.322001,0.048118,-0.013452,0.059603,-17.45505,29.85831,-0.10915,8.231384,0.681898,14.10887,49.09676,-0.543879,0.16008,-10.92566,-0.000003,6.821935,5.753872,f
136.9667,138.1257,127.1555,133.2902,124.5314,147.4352,147.4048,111.6164,121.8165,183.4852,0.812257,0.812257,3.857499,5.901319,26.83464,-6.619492,0.023084,-4.240304,-6.092137,-10.74056,-19.43448,2.247814,2.191286,2.242561,0.086614,-0.003229,0.143556,-26.41393,15.30638,0.801441,7.421843,0.720134,11.06256,35.09489,-0.287872,13.51357,5.917851,-0.000001,16.37752,9.281876,m
151.1319,157.1125,137.5177,138.641,142.1354,169.0943,171.0938,115.1257,151.5645,319.8571,0.797512,0.797512,0.517063,6.19552,31.68149,-10.23876,0.018828,-18.86877,-18.20006,-24.22198,-22.01577,2.195464,2.160224,2.195745,0.061277,-0.00451,0.122058,-44.88567,2.476604,0.088264,8.157742,0.732285,9.938496,36.96497,-0.620533,8.617351,1.912011,-0.000005,9.861202,9.643961,m
185.1854,180.7862,143.9809,185.3685,180.0148,215.1495,208.2958,141.4907,152.6064,296.4824,0.842129,0.842129,-13.3847,-12.94861,15.24746,-19.14276,0.014403,1.373854,-0.856556,-6.879996,-47.13734,2.313106,2.272111,2.294784,0.065681,-0.015332,0.114642,-16.55313,29.05876,0.20089,10.34509,0.744637,9.252589,64.39503,-0.998595,1.156502,-4.499084,-0.000002,10.77646,7.065994,f
203.2376,201.1497,185.4354,192.358,187.4544,215.5152,223.3548,157.3008,223.4677,277.6703,0.847419,0.847419,-13.89575,-19.50141,9.809668,-23.00547,0.011177,-6.632416,-9.878351,-12.64418,-40.47352,2.315076,2.282497,2.310333,0.038862,-0.020217,0.083125,-24.06075,17.77763,0.042437,8.928226,0.771068,12.14637,61.30614,-0.839838,6.220761,-2.723802,-0.000001,8.349894,6.278607,f
114.4408,114.86,111.1857,113.3975,109.8883,120.2395,120.7951,109.4091,95.70848,148.4928,0.796873,0.796873,-1.329764,-0.398001,37.64577,-11.96568,0.024558,-13.62876,-21.17453,-23.46234,-35.21191,2.265108,2.232286,2.257023,0.079125,-0.004539,0.165517,-45.44117,10.84103,0.500587,11.03211,0.745968,12.83687,56.91756,-0.886307,16.71984,9.140935,-0.000001,47.02094,8.616095,m
100.9096,99.57433,96.09436,102.1371,95.32119,106.1709,105.8257,96.74512,86.92764,133.8192,0.763176,0.763176,10.17882,7.427775,35.49353,-2.371465,0.03263,-9.419508,-10.59121,-15.14172,-13.56942,2.163815,2.093372,2.171781,0.103689,-0.004251,0.252863,-39.24782,6.313715,0.683556,9.426083,0.714357,12.54123,62.7672,-0.852423,5.96415,-1.274483,0,20.96217,7.892262,m
